query	target	qlen	tlen	bits	evalue
NM_124173~NA-C_15/C_16	KF906537~NA-C_24	511	510	343	8.365E-105
NM_124173~NA-C_15/C_16	KF906538~NA-C_24	511	525	340	8.909E-104
NM_124173~NA-C_15/C_16	KF906535~NA-C_24	511	510	335	4.586E-102
NM_124173~NA-C_15/C_16	KF906540~NA-C_24	511	512	335	4.586E-102
NM_124173~NA-C_15/C_16	KM655856~NA-C_25	511	508	269	1.485E-79
NM_124173~NA-C_15/C_16	LC456843~NA-C_23	511	510	254	1.815E-74
NM_124173~NA-C_15/C_16	MK803264~NA-C_21	511	501	253	3.958E-74
NM_124173~NA-C_15/C_16	NM_123623~NA-C_23	511	497	247	4.245E-72
NM_124173~NA-C_15/C_16	AEY75217~NA-C_12	511	505	232	4.926E-67
NM_124173~NA-C_15/C_16	KF460438~NA-C_28	511	496	228	1.096E-65
NM_124173~NA-C_15/C_16	MK803271~NA-C_23/C_24/C_25	511	512	223	5.277E-64
NM_124173~NA-C_15/C_16	NA~Kt_281-unknown	511	520	155	1.976E-41
NM_124173~NA-C_15/C_16	AB433179~NA-C_11	511	493	109	1.112E-26
NM_124173~NA-C_15/C_16	ALR73782.1~NA-C_28	511	475	102	1.748E-24
NM_124173~NA-C_15/C_16	ALR73781.1~NA-Unkown	511	475	99	1.514E-23
NM_124173~NA-C_15/C_16	NA~Kt_2465-unknown	511	461	98	3.106E-23
NM_124173~NA-C_15/C_16	LC456844~NA-C_19/C_5/C_19	511	494	98	3.106E-23
NM_124173~NA-C_15/C_16	AB223041~NA-C_26	511	515	97	6.369E-23
NM_124173~NA-C_15/C_16	NA~Kt_444-unknown	511	428	94	5.476E-22
NM_124173~NA-C_15/C_16	KU878851~NA-C_6	511	477	93	1.121E-21
NM_124173~NA-C_15/C_16	AOG74834.1~NA-C_6	511	477	93	1.121E-21
NM_124173~NA-C_15/C_16	LC456845~NA-C_7	511	494	93	1.121E-21
NM_124173~NA-C_15/C_16	MF596155~NA-C_24	511	519	93	1.121E-21
NM_124173~NA-C_15/C_16	AB558146~NA-C_30	511	524	91	4.688E-21
NM_124173~NA-C_15/C_16	DQ680852~NA-C_12/C_13/C_16	511	490	89	1.958E-20
NM_124173~NA-C_15/C_16	AB558153~NA-C_30	511	523	87	8.163E-20
NM_124173~NA-C_15/C_16	AB558147~NA-C_29	511	524	87	8.163E-20
NM_124173~NA-C_15/C_16	MF120282~NA-C_2	511	476	86	1.666E-19
NM_124173~NA-C_15/C_16	BAW34647.1~NA-C_28/C_22	511	481	85	3.398E-19
NM_124173~NA-C_15/C_16	JX036031~NA-C_6	511	469	84	6.929E-19
NM_124173~NA-C_15/C_16	AFO63031~NA-C_6	511	469	84	6.929E-19
NM_124173~NA-C_15/C_16	AFO63031.1~NA-C_6	511	469	84	6.929E-19
NM_124173~NA-C_15/C_16	BAU61505.1~NA-C_16/C_22/C_28	511	473	83	1.412E-18
NM_124173~NA-C_15/C_16	LC106013~NA-C_16/C_22/C_28	511	473	83	1.412E-18
NM_124173~NA-C_15/C_16	Q9LVY7.1~NA-C_28	511	477	82	2.878E-18
NM_124173~NA-C_15/C_16	NM_123002~NA-C_28	511	477	82	2.878E-18
NM_124173~NA-C_15/C_16	AB206579~NA-C_22	511	506	82	2.878E-18
NM_124173~NA-C_15/C_16	AB087801~NA-Baeyer_Villiger/C_6	511	465	81	5.863E-18
NM_124173~NA-C_15/C_16	MW514550~NA-C_22	511	478	81	5.863E-18
NM_124173~NA-C_15/C_16	K4CEE8.1~NA-C_28	511	482	81	5.863E-18
NM_124173~NA-C_15/C_16	OQ107248~NA-C_16	511	501	81	5.863E-18
NM_124173~NA-C_15/C_16	DQ335780~NA-C_2	511	520	81	5.863E-18
NM_124173~NA-C_15/C_16	X87367~NA-C_3	511	472	80	1.194E-17
NM_124173~NA-C_15/C_16	OP821089~NA-C_2	511	473	80	1.194E-17
NM_124173~NA-C_15/C_16	MW514551~NA-C_22	511	478	80	1.194E-17
NM_124173~NA-C_15/C_16	AXU93523.1~NA-C_3	511	473	79	2.431E-17
NM_124173~NA-C_15/C_16	KM655862~NA-C_11/C_20	511	474	79	2.431E-17
NM_124173~NA-C_15/C_16	Csa1G044890~NA-C_11/C_20	511	474	79	2.431E-17
NM_124173~NA-C_15/C_16	KU878852~NA-C_2	511	475	79	2.431E-17
NM_124173~NA-C_15/C_16	NP_001268115.1~NA-C_28	511	480	79	2.431E-17
NM_124173~NA-C_15/C_16	AB619802~NA-C_28	511	480	79	2.431E-17
NM_124173~NA-C_15/C_16	OQ107260~NA-C_28	511	480	79	2.431E-17
NM_124173~NA-C_15/C_16	OQ107266~NA-C_23	511	507	79	2.431E-17
NM_124173~NA-C_15/C_16	OP821090~NA-C_2	511	473	78	4.947E-17
NM_124173~NA-C_15/C_16	AFZ40058.1~NA-C_28	511	477	78	4.947E-17
NM_124173~NA-C_15/C_16	JQ958968~NA-C_28	511	477	78	4.947E-17
NM_124173~NA-C_15/C_16	OP821088~NA-C_28	511	479	78	4.947E-17
NM_124173~NA-C_15/C_16	AB558145~NA-C_22	511	528	78	4.947E-17
NM_124173~NA-C_15/C_16	AOG74832.1~NA-C_28	511	481	77	1.007E-16
NM_124173~NA-C_15/C_16	JN604536~NA-C_12	511	486	77	1.007E-16
NM_124173~NA-C_15/C_16	AB035868~NA-C_6	511	465	76	2.047E-16
NM_124173~NA-C_15/C_16	AZS32332.1~NA-C_28	511	480	76	2.047E-16
NM_124173~NA-C_15/C_16	MG708187~NA-C_28	511	480	76	2.047E-16
NM_124173~NA-C_15/C_16	BAP59952.1~NA-C_28	511	481	76	2.047E-16
NM_124173~NA-C_15/C_16	ON108679~NA-C_1	511	489	76	2.047E-16
NM_124173~NA-C_15/C_16	HQ128570~NA-C_11	511	473	75	4.163E-16
NM_124173~NA-C_15/C_16	AY552551~NA-14α_demethylation	511	487	75	4.163E-16
NM_124173~NA-C_15/C_16	LC143440~NA-C_21	511	511	75	4.163E-16
NM_124173~NA-C_15/C_16	KF318735~NA-C_16	511	475	74	8.463E-16
NM_124173~NA-C_15/C_16	QIH97367.1~NA-C_28	511	477	74	8.463E-16
NM_124173~NA-C_15/C_16	KC963423~NA-C_16	511	478	74	8.463E-16
NM_124173~NA-C_15/C_16	AZS32333.1~NA-C_28	511	497	74	8.463E-16
NM_124173~NA-C_15/C_16	MG708188~NA-C_28	511	497	74	8.463E-16
NM_124173~NA-C_15/C_16	CBN88268.1~NA-C_28	511	479	73	1.720E-15
NM_124173~NA-C_15/C_16	DQ335781~NA-C_28	511	479	72	3.495E-15
NM_124173~NA-C_15/C_16	NP_001268076.1~NA-C_28	511	480	72	3.495E-15
NM_124173~NA-C_15/C_16	AB619803~NA-C_28	511	480	72	3.495E-15
NM_124173~NA-C_15/C_16	AOG74831.1~NA-C_28	511	482	72	3.495E-15
NM_124173~NA-C_15/C_16	MG708191~NA-C_2	511	485	72	3.495E-15
NM_124173~NA-C_15/C_16	A0A3Q7HBJ5.1~NA-C_28	511	476	71	7.099E-15
NM_124173~NA-C_15/C_16	AEX07772.1~NA-C_28	511	480	71	7.099E-15
NM_124173~NA-C_15/C_16	JN565975~NA-C_28	511	480	71	7.099E-15
NM_124173~NA-C_15/C_16	AEX07773~NA-C_28	511	480	71	7.099E-15
NM_124173~NA-C_15/C_16	KT150517~NA-C_23	511	520	71	7.099E-15
NM_124173~NA-C_15/C_16	AHL46848.1~NA-C_28	511	481	70	1.442E-14
NM_124173~NA-C_15/C_16	KT150521~NA-C_28	511	481	70	1.442E-14
NM_124173~NA-C_15/C_16	ALO23117.1~NA-C_28	511	481	70	1.442E-14
NM_124173~NA-C_15/C_16	KF318733~NA-C_28	511	487	70	1.442E-14
NM_124173~NA-C_15/C_16	AHF22088.1~NA-C_28	511	487	70	1.442E-14
NM_124173~NA-C_15/C_16	AFZ40057.1~NA-C_28	511	478	69	2.927E-14
NM_124173~NA-C_15/C_16	JQ958967~NA-C_28	511	478	69	2.927E-14
NM_124173~NA-C_15/C_16	AOG74836.1~NA-C_28	511	479	68	5.943E-14
NM_124173~NA-C_15/C_16	APZ88353.1~NA-C_28	511	481	68	5.943E-14
NM_124173~NA-C_15/C_16	APZ88353.1~NA-C_28	511	481	68	5.943E-14
NM_124173~NA-C_15/C_16	AOG74838.1~NA-C_28/C_16	511	481	68	5.943E-14
NM_124173~NA-C_15/C_16	AOG74849.1~NA-cycloartane	511	485	67	1.206E-13
NM_124173~NA-C_15/C_16	KU878866~NA-unknown_regioselectivity	511	485	67	1.206E-13
NM_124173~NA-C_15/C_16	AB233425~NA-C_22	511	499	65	4.965E-13
NM_124173~NA-C_15/C_16	NM_001344756.1~NA-C_7	511	477	64	1.007E-12
NM_124173~NA-C_15/C_16	AFO63032.1~NA-C_28	511	481	64	1.007E-12
NM_124173~NA-C_15/C_16	ON108669~NA-C_19	511	493	64	1.007E-12
NM_124173~NA-C_15/C_16	ON108678~NA-C_19	511	497	64	1.007E-12
NM_124173~NA-C_15/C_16	NM_180821~NA-C_7	511	518	64	1.007E-12
NM_124173~NA-C_15/C_16	DQ335782~NA-C_23	511	520	64	1.007E-12
NM_124173~NA-C_15/C_16	KF309251~NA-C_3	511	474	63	2.042E-12
NM_124173~NA-C_15/C_16	AHF22083.1~Positive_Control-C_3	511	474	63	2.042E-12
NM_124173~NA-C_15/C_16	AB219423~NA-C_22	511	495	63	2.042E-12
NM_124173~NA-C_15/C_16	MW514556~NA-C_16	511	479	62	4.140E-12
NM_124173~NA-C_15/C_16	NM_001308937~NA-C_19	511	463	61	8.393E-12
NM_124173~NA-C_15/C_16	AOG74847.1~NA-C_28	511	480	60	1.701E-11
NM_124173~NA-C_15/C_16	KU878864~NA-C_28	511	480	60	1.701E-11
NM_124173~NA-C_15/C_16	ANY30854.1~NA-C_28	511	483	60	1.701E-11
NM_124173~NA-C_15/C_16	ANY30853.1~NA-C_28	511	483	59	3.447E-11
NM_124173~NA-C_15/C_16	KX343075~NA-C_28	511	483	59	3.447E-11
NM_124173~NA-C_15/C_16	ON108670~NA-C_25/C_2	511	491	57	1.415E-10
NM_124173~NA-C_15/C_16	ON108677~NA-C_7/C_28	511	491	56	2.866E-10
NM_124173~NA-C_15/C_16	APG38190.1~NA-C_16	511	495	53	2.379E-09
NM_124173~NA-C_15/C_16	KY047600~NA-C_16	511	495	53	2.379E-09
KY047600~NA-C_16	APG38190.1~NA-C_16	495	495	1013	0.000E+00
KY047600~NA-C_16	KY047600~NA-C_16	495	495	1013	0.000E+00
KY047600~NA-C_16	AOG74847.1~NA-C_28	495	480	604	5.145E-195
KY047600~NA-C_16	KU878864~NA-C_28	495	480	604	5.145E-195
KY047600~NA-C_16	AZS32333.1~NA-C_28	495	497	594	1.474E-191
KY047600~NA-C_16	MG708188~NA-C_28	495	497	594	1.474E-191
KY047600~NA-C_16	DQ335781~NA-C_28	495	479	586	8.592E-189
KY047600~NA-C_16	CBN88268.1~NA-C_28	495	479	585	1.904E-188
KY047600~NA-C_16	AFZ40058.1~NA-C_28	495	477	584	4.221E-188
KY047600~NA-C_16	JQ958968~NA-C_28	495	477	584	4.221E-188
KY047600~NA-C_16	NP_001268076.1~NA-C_28	495	480	578	5.003E-186
KY047600~NA-C_16	AB619803~NA-C_28	495	480	578	5.003E-186
KY047600~NA-C_16	OQ107260~NA-C_28	495	480	577	1.109E-185
KY047600~NA-C_16	AFZ40057.1~NA-C_28	495	478	576	2.457E-185
KY047600~NA-C_16	JQ958967~NA-C_28	495	478	576	2.457E-185
KY047600~NA-C_16	OP821088~NA-C_28	495	479	576	2.457E-185
KY047600~NA-C_16	NP_001268115.1~NA-C_28	495	480	576	2.457E-185
KY047600~NA-C_16	AB619802~NA-C_28	495	480	576	2.457E-185
KY047600~NA-C_16	AHL46848.1~NA-C_28	495	481	576	2.457E-185
KY047600~NA-C_16	AOG74832.1~NA-C_28	495	481	574	1.207E-184
KY047600~NA-C_16	AOG74831.1~NA-C_28	495	482	574	1.207E-184
KY047600~NA-C_16	AOG74849.1~NA-cycloartane	495	485	572	5.928E-184
KY047600~NA-C_16	KU878866~NA-unknown_regioselectivity	495	485	572	5.928E-184
KY047600~NA-C_16	AZS32332.1~NA-C_28	495	480	570	2.911E-183
KY047600~NA-C_16	MG708187~NA-C_28	495	480	570	2.911E-183
KY047600~NA-C_16	BAW34647.1~NA-C_28/C_22	495	481	568	1.430E-182
KY047600~NA-C_16	KT150521~NA-C_28	495	481	566	7.020E-182
KY047600~NA-C_16	ALO23117.1~NA-C_28	495	481	566	7.020E-182
KY047600~NA-C_16	AEX07772.1~NA-C_28	495	480	565	1.556E-181
KY047600~NA-C_16	JN565975~NA-C_28	495	480	565	1.556E-181
KY047600~NA-C_16	AEX07773~NA-C_28	495	480	565	1.556E-181
KY047600~NA-C_16	BAP59952.1~NA-C_28	495	481	565	1.556E-181
KY047600~NA-C_16	K4CEE8.1~NA-C_28	495	482	565	1.556E-181
KY047600~NA-C_16	QIH97367.1~NA-C_28	495	477	562	1.693E-180
KY047600~NA-C_16	APZ88353.1~NA-C_28	495	481	561	3.750E-180
KY047600~NA-C_16	APZ88353.1~NA-C_28	495	481	561	3.750E-180
KY047600~NA-C_16	AFO63032.1~NA-C_28	495	481	559	1.841E-179
KY047600~NA-C_16	A0A3Q7HBJ5.1~NA-C_28	495	476	558	4.080E-179
KY047600~NA-C_16	AOG74836.1~NA-C_28	495	479	548	1.163E-175
KY047600~NA-C_16	ANY30853.1~NA-C_28	495	483	544	2.801E-174
KY047600~NA-C_16	ANY30854.1~NA-C_28	495	483	544	2.801E-174
KY047600~NA-C_16	KX343075~NA-C_28	495	483	544	2.801E-174
KY047600~NA-C_16	KF318733~NA-C_28	495	487	544	2.801E-174
KY047600~NA-C_16	AHF22088.1~NA-C_28	495	487	544	2.801E-174
KY047600~NA-C_16	KF309251~NA-C_3	495	474	512	3.145E-163
KY047600~NA-C_16	AHF22083.1~Positive_Control-C_3	495	474	512	3.145E-163
KY047600~NA-C_16	OQ107248~NA-C_16	495	501	512	3.145E-163
KY047600~NA-C_16	Q9LVY7.1~NA-C_28	495	477	499	9.656E-159
KY047600~NA-C_16	NM_123002~NA-C_28	495	477	499	9.656E-159
KY047600~NA-C_16	BAU61505.1~NA-C_16/C_22/C_28	495	473	493	1.136E-156
KY047600~NA-C_16	LC106013~NA-C_16/C_22/C_28	495	473	493	1.136E-156
KY047600~NA-C_16	ALR73782.1~NA-C_28	495	475	479	7.680E-152
KY047600~NA-C_16	ALR73781.1~NA-Unkown	495	475	479	7.680E-152
KY047600~NA-C_16	JN604536~NA-C_12	495	486	464	1.144E-146
KY047600~NA-C_16	AXU93523.1~NA-C_3	495	473	460	2.738E-145
KY047600~NA-C_16	KU878851~NA-C_6	495	477	457	2.963E-144
KY047600~NA-C_16	AOG74834.1~NA-C_6	495	477	457	2.963E-144
KY047600~NA-C_16	JX036031~NA-C_6	495	469	455	1.449E-143
KY047600~NA-C_16	AFO63031~NA-C_6	495	469	455	1.449E-143
KY047600~NA-C_16	AFO63031.1~NA-C_6	495	469	455	1.449E-143
KY047600~NA-C_16	MG708191~NA-C_2	495	485	439	4.730E-138
KY047600~NA-C_16	AOG74838.1~NA-C_28/C_16	495	481	437	2.312E-137
KY047600~NA-C_16	KC963423~NA-C_16	495	478	424	6.938E-133
KY047600~NA-C_16	KU878852~NA-C_2	495	475	421	7.485E-132
KY047600~NA-C_16	OP821089~NA-C_2	495	473	416	3.940E-130
KY047600~NA-C_16	OP821090~NA-C_2	495	473	414	1.922E-129
KY047600~NA-C_16	MF120282~NA-C_2	495	476	365	1.348E-112
KY047600~NA-C_16	NA~Kt_2465-unknown	495	461	217	3.621E-62
KY047600~NA-C_16	X87367~NA-C_3	495	472	199	3.967E-56
KY047600~NA-C_16	NA~Kt_444-unknown	495	428	197	1.851E-55
KY047600~NA-C_16	AB433179~NA-C_11	495	493	186	8.649E-52
KY047600~NA-C_16	AB035868~NA-C_6	495	465	185	1.861E-51
KY047600~NA-C_16	AB087801~NA-Baeyer_Villiger/C_6	495	465	178	3.938E-49
KY047600~NA-C_16	AB206579~NA-C_22	495	506	171	8.188E-47
KY047600~NA-C_16	LC456845~NA-C_7	495	494	167	1.714E-45
KY047600~NA-C_16	LC456844~NA-C_19/C_5/C_19	495	494	164	1.670E-44
KY047600~NA-C_16	KM655862~NA-C_11/C_20	495	474	163	3.564E-44
KY047600~NA-C_16	Csa1G044890~NA-C_11/C_20	495	474	163	3.564E-44
KY047600~NA-C_16	HQ128570~NA-C_11	495	473	151	3.070E-40
KY047600~NA-C_16	KF318735~NA-C_16	495	475	150	6.511E-40
KY047600~NA-C_16	NM_001308937~NA-C_19	495	463	118	1.365E-29
KY047600~NA-C_16	MW514556~NA-C_16	495	479	115	1.227E-28
KY047600~NA-C_16	NM_180821~NA-C_7	495	518	111	2.272E-27
KY047600~NA-C_16	NM_001344756.1~NA-C_7	495	477	109	9.741E-27
KY047600~NA-C_16	MW514551~NA-C_22	495	478	100	6.609E-24
KY047600~NA-C_16	MW514550~NA-C_22	495	478	96	1.180E-22
KY047600~NA-C_16	AB233425~NA-C_22	495	499	95	2.423E-22
KY047600~NA-C_16	AB219423~NA-C_22	495	495	89	1.794E-20
KY047600~NA-C_16	DQ335790~NA-C_24	495	514	77	9.390E-17
KY047600~NA-C_16	KF906536~NA-C_24	495	510	75	3.893E-16
KY047600~NA-C_16	KF906537~NA-C_24	495	510	75	3.893E-16
KY047600~NA-C_16	AB223043~NA-C_22	495	501	73	1.612E-15
KY047600~NA-C_16	AB437320~NA-C_24	495	514	73	1.612E-15
KY047600~NA-C_16	DQ335780~NA-C_2	495	520	73	1.612E-15
KY047600~NA-C_16	KF906539~NA-C_24	495	524	73	1.612E-15
KY047600~NA-C_16	KF906538~NA-C_24	495	525	73	1.612E-15
KY047600~NA-C_16	AY552551~NA-14α_demethylation	495	487	72	3.278E-15
KY047600~NA-C_16	AEY75217~NA-C_12	495	505	70	1.355E-14
KY047600~NA-C_16	KF906535~NA-C_24	495	510	70	1.355E-14
KY047600~NA-C_16	LC456843~NA-C_23	495	510	70	1.355E-14
KY047600~NA-C_16	AF135485~NA-C_24	495	513	69	2.754E-14
KY047600~NA-C_16	DQ335782~NA-C_23	495	520	68	5.596E-14
KY047600~NA-C_16	OQ107266~NA-C_23	495	507	67	1.137E-13
KY047600~NA-C_16	ON108670~NA-C_25/C_2	495	491	66	2.309E-13
KY047600~NA-C_16	NA~Kt_281-unknown	495	520	66	2.309E-13
KY047600~NA-C_16	NM_123623~NA-C_23	495	497	65	4.688E-13
KY047600~NA-C_16	LC143440~NA-C_21	495	511	65	4.688E-13
KY047600~NA-C_16	KF906540~NA-C_24	495	512	65	4.688E-13
KY047600~NA-C_16	MN621243~NA-C_29	495	511	63	1.931E-12
KY047600~NA-C_16	MN621244~NA-C_29	495	513	63	1.931E-12
KY047600~NA-C_16	AB223041~NA-C_26	495	515	63	1.931E-12
KY047600~NA-C_16	AB558147~NA-C_29	495	524	63	1.931E-12
KY047600~NA-C_16	MK803271~NA-C_23/C_24/C_25	495	512	62	3.919E-12
KY047600~NA-C_16	MN621245~NA-C_29	495	514	62	3.919E-12
KY047600~NA-C_16	AB558153~NA-C_30	495	523	62	3.919E-12
KY047600~NA-C_16	MF596155~NA-C_24	495	519	61	7.950E-12
KY047600~NA-C_16	AB558146~NA-C_30	495	524	60	1.612E-11
KY047600~NA-C_16	KM655856~NA-C_25	495	508	59	3.270E-11
KY047600~NA-C_16	MK829814~NA-C_29	495	511	59	3.270E-11
KY047600~NA-C_16	NM_124173~NA-C_15/C_16	495	511	58	6.629E-11
KY047600~NA-C_16	DQ680852~NA-C_12/C_13/C_16	495	490	57	1.344E-10
KY047600~NA-C_16	KT150517~NA-C_23	495	520	57	1.344E-10
KY047600~NA-C_16	NM_001341032.1~NA-C_15/C_16	495	485	56	2.724E-10
KY047600~NA-C_16	NM_117621~NA-C_15/C_16	495	513	56	2.724E-10
KY047600~NA-C_16	ON108677~NA-C_7/C_28	495	491	55	5.519E-10
KY047600~NA-C_16	AB558145~NA-C_22	495	528	54	1.118E-09
KY047600~NA-C_16	ON108678~NA-C_19	495	497	53	2.265E-09
KY047600~NA-C_16	MK803264~NA-C_21	495	501	53	2.265E-09
KY047600~NA-C_16	ON108679~NA-C_1	495	489	51	9.292E-09
KY047600~NA-C_16	ON108669~NA-C_19	495	493	48	7.710E-08
KY047600~NA-C_16	KF460438~NA-C_28	495	496	46	3.158E-07
AFZ40057.1~NA-C_28	AFZ40057.1~NA-C_28	478	478	1002	0.000E+00
AFZ40057.1~NA-C_28	JQ958967~NA-C_28	478	478	1002	0.000E+00
AFZ40057.1~NA-C_28	QIH97367.1~NA-C_28	478	477	902	1.614E-298
AFZ40057.1~NA-C_28	AFZ40058.1~NA-C_28	478	477	864	2.371E-285
AFZ40057.1~NA-C_28	JQ958968~NA-C_28	478	477	864	2.371E-285
AFZ40057.1~NA-C_28	OP821088~NA-C_28	478	479	862	1.169E-284
AFZ40057.1~NA-C_28	AEX07772.1~NA-C_28	478	480	814	4.979E-268
AFZ40057.1~NA-C_28	JN565975~NA-C_28	478	480	814	4.979E-268
AFZ40057.1~NA-C_28	AEX07773~NA-C_28	478	480	814	4.979E-268
AFZ40057.1~NA-C_28	AOG74831.1~NA-C_28	478	482	808	5.964E-266
AFZ40057.1~NA-C_28	OQ107260~NA-C_28	478	480	797	3.853E-262
AFZ40057.1~NA-C_28	AZS32333.1~NA-C_28	478	497	797	3.853E-262
AFZ40057.1~NA-C_28	MG708188~NA-C_28	478	497	797	3.853E-262
AFZ40057.1~NA-C_28	A0A3Q7HBJ5.1~NA-C_28	478	476	792	2.078E-260
AFZ40057.1~NA-C_28	AHL46848.1~NA-C_28	478	481	790	1.024E-259
AFZ40057.1~NA-C_28	APZ88353.1~NA-C_28	478	481	782	6.043E-257
AFZ40057.1~NA-C_28	APZ88353.1~NA-C_28	478	481	782	6.043E-257
AFZ40057.1~NA-C_28	KT150521~NA-C_28	478	481	782	6.043E-257
AFZ40057.1~NA-C_28	ALO23117.1~NA-C_28	478	481	782	6.043E-257
AFZ40057.1~NA-C_28	K4CEE8.1~NA-C_28	478	482	781	1.342E-256
AFZ40057.1~NA-C_28	NP_001268115.1~NA-C_28	478	480	774	3.565E-254
AFZ40057.1~NA-C_28	AB619802~NA-C_28	478	480	774	3.565E-254
AFZ40057.1~NA-C_28	NP_001268076.1~NA-C_28	478	480	770	8.657E-253
AFZ40057.1~NA-C_28	AB619803~NA-C_28	478	480	770	8.657E-253
AFZ40057.1~NA-C_28	AFO63032.1~NA-C_28	478	481	770	8.657E-253
AFZ40057.1~NA-C_28	AOG74832.1~NA-C_28	478	481	770	8.657E-253
AFZ40057.1~NA-C_28	AZS32332.1~NA-C_28	478	480	761	1.133E-249
AFZ40057.1~NA-C_28	MG708187~NA-C_28	478	480	761	1.133E-249
AFZ40057.1~NA-C_28	CBN88268.1~NA-C_28	478	479	759	5.583E-249
AFZ40057.1~NA-C_28	DQ335781~NA-C_28	478	479	758	1.239E-248
AFZ40057.1~NA-C_28	AOG74836.1~NA-C_28	478	479	745	3.936E-244
AFZ40057.1~NA-C_28	BAP59952.1~NA-C_28	478	481	745	3.936E-244
AFZ40057.1~NA-C_28	ANY30854.1~NA-C_28	478	483	740	2.120E-242
AFZ40057.1~NA-C_28	ANY30853.1~NA-C_28	478	483	739	4.706E-242
AFZ40057.1~NA-C_28	KX343075~NA-C_28	478	483	739	4.706E-242
AFZ40057.1~NA-C_28	BAW34647.1~NA-C_28/C_22	478	481	729	1.365E-238
AFZ40057.1~NA-C_28	KF318733~NA-C_28	478	487	728	3.030E-238
AFZ40057.1~NA-C_28	AHF22088.1~NA-C_28	478	487	728	3.030E-238
AFZ40057.1~NA-C_28	AOG74847.1~NA-C_28	478	480	696	3.631E-227
AFZ40057.1~NA-C_28	KU878864~NA-C_28	478	480	696	3.631E-227
AFZ40057.1~NA-C_28	KF309251~NA-C_3	478	474	652	6.146E-212
AFZ40057.1~NA-C_28	AHF22083.1~Positive_Control-C_3	478	474	652	6.146E-212
AFZ40057.1~NA-C_28	Q9LVY7.1~NA-C_28	478	477	604	2.479E-195
AFZ40057.1~NA-C_28	NM_123002~NA-C_28	478	477	604	2.479E-195
AFZ40057.1~NA-C_28	BAU61505.1~NA-C_16/C_22/C_28	478	473	593	1.580E-191
AFZ40057.1~NA-C_28	LC106013~NA-C_16/C_22/C_28	478	473	593	1.580E-191
AFZ40057.1~NA-C_28	OQ107248~NA-C_16	478	501	593	1.580E-191
AFZ40057.1~NA-C_28	ALR73782.1~NA-C_28	478	475	575	2.646E-185
AFZ40057.1~NA-C_28	APG38190.1~NA-C_16	478	495	571	6.389E-184
AFZ40057.1~NA-C_28	KY047600~NA-C_16	478	495	571	6.389E-184
AFZ40057.1~NA-C_28	AXU93523.1~NA-C_3	478	473	569	3.139E-183
AFZ40057.1~NA-C_28	AOG74849.1~NA-cycloartane	478	485	566	3.419E-182
AFZ40057.1~NA-C_28	KU878866~NA-unknown_regioselectivity	478	485	566	3.419E-182
AFZ40057.1~NA-C_28	ALR73781.1~NA-Unkown	478	475	565	7.579E-182
AFZ40057.1~NA-C_28	AOG74838.1~NA-C_28/C_16	478	481	540	3.312E-173
AFZ40057.1~NA-C_28	JX036031~NA-C_6	478	469	524	1.117E-167
AFZ40057.1~NA-C_28	AFO63031~NA-C_6	478	469	524	1.117E-167
AFZ40057.1~NA-C_28	AFO63031.1~NA-C_6	478	469	524	1.117E-167
AFZ40057.1~NA-C_28	KU878851~NA-C_6	478	477	506	1.841E-161
AFZ40057.1~NA-C_28	AOG74834.1~NA-C_6	478	477	506	1.841E-161
AFZ40057.1~NA-C_28	JN604536~NA-C_12	478	486	503	2.000E-160
AFZ40057.1~NA-C_28	MG708191~NA-C_2	478	485	476	4.185E-151
AFZ40057.1~NA-C_28	KU878852~NA-C_2	478	475	472	1.005E-149
AFZ40057.1~NA-C_28	KC963423~NA-C_16	478	478	468	2.411E-148
AFZ40057.1~NA-C_28	OP821089~NA-C_2	478	473	451	1.763E-142
AFZ40057.1~NA-C_28	OP821090~NA-C_2	478	473	451	1.763E-142
AFZ40057.1~NA-C_28	MF120282~NA-C_2	478	476	417	9.228E-131
AFZ40057.1~NA-C_28	NA~Kt_2465-unknown	478	461	262	1.288E-77
AFZ40057.1~NA-C_28	NA~Kt_444-unknown	478	428	235	1.895E-68
AFZ40057.1~NA-C_28	AB433179~NA-C_11	478	493	231	4.282E-67
AFZ40057.1~NA-C_28	X87367~NA-C_3	478	472	219	4.862E-63
AFZ40057.1~NA-C_28	AB087801~NA-Baeyer_Villiger/C_6	478	465	214	2.360E-61
AFZ40057.1~NA-C_28	AB035868~NA-C_6	478	465	207	5.365E-59
AFZ40057.1~NA-C_28	AB206579~NA-C_22	478	506	199	2.612E-56
AFZ40057.1~NA-C_28	LC456845~NA-C_7	478	494	186	5.865E-52
AFZ40057.1~NA-C_28	LC456844~NA-C_19/C_5/C_19	478	494	179	1.266E-49
AFZ40057.1~NA-C_28	KM655862~NA-C_11/C_20	478	474	175	2.709E-48
AFZ40057.1~NA-C_28	Csa1G044890~NA-C_11/C_20	478	474	175	2.709E-48
AFZ40057.1~NA-C_28	KF318735~NA-C_16	478	475	171	5.768E-47
AFZ40057.1~NA-C_28	HQ128570~NA-C_11	478	473	169	2.655E-46
AFZ40057.1~NA-C_28	NM_180821~NA-C_7	478	518	148	2.204E-39
AFZ40057.1~NA-C_28	NM_001344756.1~NA-C_7	478	477	147	4.683E-39
AFZ40057.1~NA-C_28	NM_001308937~NA-C_19	478	463	138	4.034E-36
AFZ40057.1~NA-C_28	MW514556~NA-C_16	478	479	132	3.562E-34
